Longitude,Latitude,A. californica Priority,A. eriocarpa Priority,A. erosa Priority,A. vestita Priority,Accessibility Score,Survey Status
-121.82155,36.401250000000005,0.3274221420288086,0.5196573734283447,1.797516915758024e-6,4.0830359926413706e-11,0.25561627745628357,not visited
-121.81325,36.401250000000005,0.22418546676635742,0.4228827655315399,8.686812975611247e-7,2.6857240389976944e-11,0.20774415135383606,not visited
-121.80495,36.401250000000005,0.06068088859319687,0.16474023461341858,8.555636554774537e-8,5.523840065912999e-12,0.10546698421239853,not visited
-121.79665,36.401250000000005,0.028820397332310677,0.13071714341640472,1.677347327699863e-8,6.58981766724076e-13,0.10303281992673874,not visited
-121.78835,36.401250000000005,0.03593672066926956,0.16985589265823364,3.560582939599044e-9,1.2542084341579662e-12,0.0956711396574974,not visited
-121.78005,36.401250000000005,0.0562688410282135,0.27349957823753357,1.2014807815319273e-8,1.8528594457334346e-12,0.12888655066490173,not visited
-121.77175,36.401250000000005,0,0,0,0,0,not visited
-121.76345,36.401250000000005,0.08586831390857697,0.2655754089355469,2.153982769925733e-8,3.1740014262704452e-12,0.12329794466495514,not visited
-121.75515,36.401250000000005,0.05687743052840233,0.1997791975736618,1.6804408531356785e-8,1.895458182771259e-12,0.09879764169454575,not visited
-121.74685,36.401250000000005,0.02839689888060093,0.1531553566455841,3.8564893500847575e-9,7.337644489409378e-13,0.08578126132488251,not visited
-121.73855,36.401250000000005,0.03654448315501213,0.2043437659740448,9.956465873983689e-9,2.5548623546617355e-12,0.10785797983407974,not visited
-121.73025,36.401250000000005,0,0,0,0,0,not visited
-121.72195,36.401250000000005,0,0,0,0,0,not visited
-121.71365,36.401250000000005,0.017129838466644287,0.18012191355228424,6.8658341234595355e-9,3.8947417881941837e-13,0.08378808200359344,not visited
-121.70535,36.401250000000005,0.020666690543293953,0.1576557457447052,1.2607778154816174e-9,1.2115558122721692e-13,0.07337593287229538,not visited
-121.69705,36.401250000000005,0,0,0,0,0,not visited
-121.82155,36.392950000000006,0,0,0,0,0,not visited
-121.81325,36.392950000000006,0.17395026981830597,0.1359117329120636,3.7958832876938686e-7,4.5415429229811455e-12,0.16263996064662933,not visited
-121.80495,36.392950000000006,0.24109306931495667,0.3225648105144501,7.809936732883216e-7,6.249659123547247e-10,0.21680299937725067,not visited
-121.79665,36.392950000000006,0.11626909673213959,0.2525444030761719,3.505806205339468e-7,3.711283502738638e-9,0.12116200476884842,not visited
-121.78835,36.392950000000006,0.056118886917829514,0.18728125095367432,1.0663861615967107e-7,2.7571083194288803e-9,0.09404677152633667,not visited
-121.78005,36.392950000000006,0.038891635835170746,0.18419252336025238,3.6855443141803335e-8,4.0490409636273483e-11,0.09606197476387024,not visited
-121.77175,36.392950000000006,0.053780004382133484,0.23438701033592224,2.88699162354078e-8,3.154580329595147e-12,0.11391530185937881,not visited
-121.76345,36.392950000000006,0.11010721325874329,0.2774067223072052,1.607541548764857e-7,1.2036840274509686e-11,0.12870386242866516,not visited
-121.75515,36.392950000000006,0.19332484900951385,0.3656686842441559,4.345854449638864e-7,2.5148168270039406e-11,0.1864650547504425,not visited
-121.74685,36.392950000000006,0.13816969096660614,0.2097938060760498,2.4848560542523046e-7,1.3324063206920922e-11,0.14811444282531738,not visited
-121.73855,36.392950000000006,0.09116460382938385,0.14872144162654877,9.649204457673477e-8,4.654317729835267e-12,0.1286691278219223,not visited
-121.73025,36.392950000000006,0.047183841466903687,0.16366328299045563,4.658166474769132e-8,1.87138065460557e-12,0.09939692914485931,not visited
-121.72195,36.392950000000006,0.028324415907263756,0.12731912732124329,1.6381900280748596e-8,1.2365485154916533e-12,0.06050356850028038,not visited
-121.71365,36.392950000000006,0.024913618341088295,0.13856413960456848,3.667064429890843e-9,7.758052013306926e-13,0.06418208032846451,not visited
-121.70535,36.392950000000006,0.017074396833777428,0.11829551309347153,3.8749078945521376e-10,2.3405854077812593e-13,0.05701642483472824,not visited
-121.69705,36.392950000000006,0,0,0,0,0,not visited
-121.82155,36.38465000000001,0,0,0,0,0,not visited
-121.81325,36.38465000000001,0.17947757244110107,0.1997905671596527,2.7166157678948366e-7,1.4413391270437503e-12,0.1794176995754242,not visited
-121.80495,36.38465000000001,0.19858889281749725,0.11377808451652527,3.6678517290056334e-7,1.7277915209668038e-10,0.19007113575935364,not visited
-121.79665,36.38465000000001,0.17663314938545227,0.2196238785982132,1.1856218407046981e-6,1.889213649519661e-6,0.14728409051895142,not visited
-121.78835,36.38465000000001,0.1833789199590683,0.3703533709049225,1.9564206468203338e-6,2.372906237724237e-6,0.17227216064929962,not visited
-121.78005,36.38465000000001,0.046425286680459976,0.1746431589126587,3.6058185060028336e-7,3.6661905511437e-8,0.09300549328327179,not visited
-121.77175,36.38465000000001,0.03351569175720215,0.18515628576278687,1.7716823563773687e-8,2.171651096796734e-12,0.10222811251878738,not visited
-121.76345,36.38465000000001,0.05568733438849449,0.1534263789653778,5.2290161534074286e-8,3.811828890726288e-12,0.10558921098709106,not visited
-121.75515,36.38465000000001,0.03968092054128647,0.06909605860710144,6.548245323756419e-8,2.68414565747499e-12,0.10084439814090729,not visited
-121.74685,36.38465000000001,0.018945345655083656,0.08228276669979095,2.897897388720594e-8,1.2838262354250563e-12,0.08308684825897217,not visited
-121.73855,36.38465000000001,0.021945510059595108,0.11672231554985046,1.2584099984280783e-8,7.622265991123756e-13,0.07500369101762772,not visited
-121.73025,36.38465000000001,0.021507572382688522,0.08819319307804108,8.831820608179441e-9,5.802535101712136e-13,0.06461606919765472,not visited
-121.72195,36.38465000000001,0.010809555649757385,0.07721283286809921,5.403649971924551e-9,2.7082714326373547e-13,0.05795104801654816,not visited
-121.71365,36.38465000000001,0.006968776695430279,0.0787220150232315,1.6979444517062348e-9,1.1595615418379113e-13,0.04946745187044144,not visited
-121.70535,36.38465000000001,0.011951646767556667,0.0947931557893753,1.1786149833881154e-9,1.5673504432257152e-13,0.06207047775387764,not visited
-121.82155,36.37635,0.1674819141626358,0.3706561326980591,7.611394892137469e-8,1.8935844645767697e-12,0.18593306839466095,not visited
-121.81325,36.37635,0.16908609867095947,0.3384336829185486,1.0328749766586043e-7,2.925010060550459e-12,0.1897638738155365,not visited
-121.80495,36.37635,0.1672496646642685,0.292315810918808,1.6626020737930958e-7,1.8851835023592223e-11,0.1673063188791275,not visited
-121.79665,36.37635,0.24846313893795013,0.37246474623680115,3.5849168398272013e-6,2.7582768780121114e-7,0.21105411648750305,not visited
-121.78835,36.37635,0.17548079788684845,0.2727208137512207,3.767136831811513e-6,2.1022951557370106e-7,0.1455751359462738,not visited
-121.78005,36.37635,0.09541654586791992,0.25298836827278137,1.1549545888556167e-6,1.021645257281989e-8,0.12245556712150574,not visited
-121.77175,36.37635,0.05368537828326225,0.1931961178779602,3.890901112413303e-8,4.3212690370442175e-12,0.10284429788589478,not visited
-121.76345,36.37635,0.1143513023853302,0.2189009040594101,2.9802447443216806e-6,4.209895626550164e-11,0.11935660243034363,not visited
-121.75515,36.37635,0.27300789952278137,0.4379380941390991,2.1159106836421415e-5,1.5089381133481794e-10,0.23850969970226288,not visited
-121.74685,36.37635,0.18882285058498383,0.4166257083415985,1.8101027308148332e-5,7.893862646879413e-11,0.22558748722076416,not visited
-121.73855,36.37635,0.10436370223760605,0.2737216651439667,2.3327932012762176e-6,2.4467410736361828e-11,0.13966436684131622,not visited
-121.73025,36.37635,0.10976579785346985,0.2567436695098877,7.115989433259529e-7,2.781196280221554e-11,0.12680557370185852,not visited
-121.72195,36.37635,0.05964331701397896,0.22746583819389343,9.724413274625476e-8,1.0956401584605313e-11,0.1098283901810646,not visited
-121.71365,36.37635,0.028580747544765472,0.1956319510936737,9.605872541840199e-9,2.6222062715630656e-12,0.09346578270196915,not visited
-121.70535,36.37635,0.050129733979701996,0.24955253303050995,1.3573186130599879e-8,5.799589541249928e-12,0.11955929547548294,not visited
-121.90455,36.368050000000004,0,0,0,0,0,not visited
-121.82155,36.368050000000004,0.21198050677776337,0.09439674019813538,3.30404049009303e-7,4.800695431461666e-13,0.22003191709518433,not visited
-121.81325,36.368050000000004,0.2713252305984497,0.19258825480937958,7.187874189185095e-7,4.622122996844613e-12,0.24969977140426636,not visited
-121.80495,36.368050000000004,0.318652480840683,0.40817293524742126,1.3675245327249286e-6,2.6828513369214768e-11,0.25723251700401306,not visited
-121.79665,36.368050000000004,0.32075005769729614,0.5194242000579834,2.6515056106291013e-6,9.28386534315706e-11,0.2551490068435669,not visited
-121.78835,36.368050000000004,0.1712481677532196,0.19896866381168365,1.579406102791836e-6,6.431619681279699e-10,0.13741843402385712,not visited
-121.78005,36.368050000000004,0.1404297947883606,0.14490576088428497,7.26401083284145e-7,5.471208486262924e-10,0.11565805971622467,not visited
-121.77175,36.368050000000004,0.16613467037677765,0.23487423360347748,5.047118065704126e-7,2.2319588885433284e-11,0.1407206952571869,not visited
-121.76345,36.368050000000004,0.15909039974212646,0.2080036848783493,8.583604540035594e-6,7.838139165494695e-11,0.12621279060840607,not visited
-121.75515,36.368050000000004,0.3410531282424927,0.4482078552246094,5.7734683650778607e-5,4.0735911865930063e-10,0.25571659207344055,not visited
-121.74685,36.368050000000004,0.3304815888404846,0.40792980790138245,8.703993080416694e-5,4.463021063827455e-10,0.2569187581539154,not visited
-121.73855,36.368050000000004,0.21099717915058136,0.2276911735534668,4.5352942834142596e-5,1.903068952424647e-10,0.1783105880022049,not visited
-121.73025,36.368050000000004,0.10733186453580856,0.1900569647550583,9.669119208410848e-6,6.045123429609944e-11,0.1212645098567009,not visited
-121.72195,36.368050000000004,0.04281528294086456,0.1773984432220459,8.959608521763585e-7,6.674904552694816e-12,0.09851974993944168,not visited
-121.71365,36.368050000000004,0.018649505451321602,0.14825835824012756,8.891513658682015e-8,1.3924592815600656e-12,0.07984405755996704,not visited
-121.70535,36.368050000000004,0.02465435490012169,0.15973669290542603,1.797703852446375e-8,2.0513196176408233e-12,0.0778905525803566,not visited
-121.69705,36.368050000000004,0.046439968049526215,0.20159438252449036,4.528983055251956e-8,5.274146570866112e-12,0.09432195872068405,not visited
-121.68875,36.368050000000004,0.06963399052619934,0.25646868348121643,1.4451083529820608e-7,1.3201758262970653e-11,0.11870007961988449,not visited
-121.68045,36.368050000000004,0.029979294165968895,0.15657371282577515,1.317817606150129e-7,6.7189123188760025e-12,0.0757363960146904,not visited
-121.67215,36.368050000000004,0.023144695907831192,0.2387717068195343,1.5498078198561416e-7,2.1472745456718734e-12,0.11771882325410843,not visited
-121.66385,36.368050000000004,0,0,0,0,0,not visited
-121.63895,36.368050000000004,0,0,0,0,0,not visited
-121.63065,36.368050000000004,0.007445131428539753,0.16935595870018005,2.9801079381996942e-9,3.0870959000922626e-12,0.08109617233276367,not visited
-121.62235,36.368050000000004,0.020091312006115913,0.28543365001678467,2.3479552524463543e-8,8.153619272810442e-12,0.14032511413097382,not visited
-121.61405,36.368050000000004,0.030346523970365524,0.35704562067985535,5.924148283042996e-8,1.743685230926051e-11,0.17457124590873718,not visited
-121.90455,36.359750000000005,0,0,0,0,0,not visited
-121.89625,36.359750000000005,0.3262825310230255,0.4648417532444,1.6244952405486401e-7,5.462531468825027e-13,0.24059543013572693,not visited
-121.88795,36.359750000000005,0.3026295304298401,0.4820712208747864,3.856733243878807e-8,4.512662487611563e-13,0.2231573611497879,not visited
-121.82155,36.359750000000005,0.11398587375879288,0.2745153605937958,2.6798701924235502e-8,1.8204272182568981e-13,0.1487959772348404,not visited
-121.81325,36.359750000000005,0.2258853018283844,0.3040092885494232,2.2549883738065546e-7,1.0365604858827981e-12,0.23448927700519562,not visited
-121.80495,36.359750000000005,0.3148967921733856,0.2688179314136505,9.113409760175273e-7,8.143151951356398e-12,0.253745436668396,not visited
-121.79665,36.359750000000005,0.2944963574409485,0.42490679025650024,1.0999151527357753e-6,1.292366127308986e-11,0.24826866388320923,not visited
